block,party,vote_count,vote_share,seats_won
hokkaido,ldp,254,0.4291,4
hokkaido,chudo,252,0.4257,4
hokkaido,jcp,30,0.0507,0
hokkaido,sansei,25,0.0422,0
hokkaido,dpfp,15,0.0253,0
hokkaido,ishin,7,0.0118,0
hokkaido,reiwa,5,0.0084,0
hokkaido,mirai,3,0.0051,0
hokkaido,shamin,1,0.0017,0
tohoku,ldp,560,0.5077,8
tohoku,chudo,335,0.3037,4
tohoku,dpfp,67,0.0607,0
tohoku,jcp,44,0.0399,0
tohoku,ishin,26,0.0236,0
tohoku,sansei,24,0.0218,0
tohoku,independent,24,0.0218,0
tohoku,reiwa,17,0.0154,0
tohoku,mirai,3,0.0027,0
tohoku,shamin,3,0.0027,0
kitakanto,ldp,1015,0.5568,13
kitakanto,chudo,334,0.1832,4
kitakanto,dpfp,132,0.0724,1
kitakanto,sansei,93,0.051,1
kitakanto,ishin,69,0.0378,0
kitakanto,independent,64,0.0351,0
kitakanto,jcp,61,0.0335,0
kitakanto,reiwa,26,0.0143,0
kitakanto,shoha,12,0.0066,0
kitakanto,mirai,10,0.0055,0
kitakanto,hoshuto,3,0.0016,0
kitakanto,genzei,2,0.0011,0
kitakanto,shamin,2,0.0011,0
minamikanto,ldp,752,0.4282,11
minamikanto,chudo,458,0.2608,7
minamikanto,jcp,152,0.0866,2
minamikanto,sansei,118,0.0672,1
minamikanto,dpfp,108,0.0615,1
minamikanto,ishin,75,0.0427,1
minamikanto,reiwa,31,0.0177,0
minamikanto,genzei,18,0.0103,0
minamikanto,mirai,17,0.0097,0
minamikanto,independent,17,0.0097,0
minamikanto,shamin,10,0.0057,0
tokyo,ldp,410,0.3064,7
tokyo,chudo,266,0.1988,4
tokyo,dpfp,197,0.1472,3
tokyo,sansei,144,0.1076,2
tokyo,ishin,112,0.0837,2
tokyo,jcp,79,0.059,1
tokyo,reiwa,45,0.0336,0
tokyo,mirai,28,0.0209,0
tokyo,shoha,26,0.0194,0
tokyo,independent,13,0.0097,0
tokyo,genzei,10,0.0075,0
tokyo,hoshuto,7,0.0052,0
tokyo,shamin,1,0.0007,0
hokurikushinetsu,ldp,467,0.5005,7
hokurikushinetsu,chudo,228,0.2444,3
hokurikushinetsu,sansei,55,0.0589,0
hokurikushinetsu,jcp,51,0.0547,0
hokurikushinetsu,dpfp,49,0.0525,0
hokurikushinetsu,ishin,44,0.0472,0
hokurikushinetsu,independent,17,0.0182,0
hokurikushinetsu,reiwa,16,0.0171,0
hokurikushinetsu,mirai,5,0.0054,0
hokurikushinetsu,genzei,1,0.0011,0
tokai,ldp,845,0.4577,11
tokai,chudo,475,0.2573,6
tokai,dpfp,174,0.0943,2
tokai,jcp,94,0.0509,1
tokai,sansei,77,0.0417,1
tokai,genzei,55,0.0298,0
tokai,ishin,53,0.0287,0
tokai,reiwa,40,0.0217,0
tokai,mirai,12,0.0065,0
tokai,independent,10,0.0054,0
tokai,shamin,6,0.0033,0
tokai,hoshuto,5,0.0027,0
kinki,ldp,861,0.3366,10
kinki,ishin,667,0.2608,8
kinki,chudo,330,0.129,4
kinki,jcp,293,0.1145,3
kinki,sansei,103,0.0403,1
kinki,dpfp,91,0.0356,1
kinki,independent,79,0.0309,1
kinki,reiwa,76,0.0297,0
kinki,mirai,29,0.0113,0
kinki,shoha,14,0.0055,0
kinki,shamin,12,0.0047,0
kinki,genzei,3,0.0012,0
chugoku,ldp,605,0.6002,7
chugoku,chudo,182,0.1806,2
chugoku,jcp,82,0.0813,1
chugoku,dpfp,54,0.0536,0
chugoku,ishin,34,0.0337,0
chugoku,sansei,28,0.0278,0
chugoku,reiwa,12,0.0119,0
chugoku,mirai,7,0.0069,0
chugoku,independent,3,0.003,0
chugoku,genzei,1,0.001,0
shikoku,ldp,378,0.6311,5
shikoku,chudo,87,0.1452,1
shikoku,dpfp,61,0.1018,0
shikoku,jcp,41,0.0684,0
shikoku,sansei,18,0.0301,0
shikoku,ishin,6,0.01,0
shikoku,mirai,4,0.0067,0
shikoku,independent,2,0.0033,0
shikoku,reiwa,1,0.0017,0
shikoku,shamin,1,0.0017,0
kyushu,ldp,1074,0.5605,13
kyushu,chudo,316,0.1649,3
kyushu,dpfp,104,0.0543,1
kyushu,sansei,103,0.0538,1
kyushu,jcp,99,0.0517,1
kyushu,ishin,84,0.0438,1
kyushu,independent,56,0.0292,0
kyushu,reiwa,28,0.0146,0
kyushu,genzei,20,0.0104,0
kyushu,shamin,17,0.0089,0
kyushu,mirai,13,0.0068,0
kyushu,hoshuto,2,0.001,0
